Timestamp (ms),Humidity (%),Temperature (°C),Temperature (°F)
5292000,45.65,24.41,75.94
5294000,44.41,24.84,76.72
5296000,46.72,25.68,78.23
5298000,45.36,24.47,76.05
5300000,42.57,24.19,75.53
5302000,43.4,25.12,77.21
5304000,45.09,24.86,76.76
5306000,48.09,23.96,75.12
5308000,49.0,24.63,76.34
5310000,45.29,24.37,75.87
5312000,46.16,24.21,75.58
5314000,46.42,25.29,77.53
5316000,45.13,24.81,76.66
5318000,44.48,24.61,76.3
5320000,45.93,25.18,77.32
5322000,45.28,24.63,76.33
5324000,44.32,25.06,77.11
5326000,44.01,25.39,77.7
5328000,41.81,24.7,76.47
5330000,47.5,24.41,75.95
5332000,45.1,25.1,77.18
5334000,45.93,24.93,76.87
5336000,45.84,25.69,78.24
5338000,43.47,24.3,75.74
5340000,46.84,24.7,76.45
5342000,45.91,24.56,76.21
5344000,42.22,24.83,76.69
5346000,43.67,25.53,77.96
5348000,43.52,25.32,77.57
5350000,44.63,24.77,76.59
5352000,43.66,25.41,77.73
5354000,44.08,24.58,76.25
5356000,46.38,25.67,78.21
5358000,47.61,25.13,77.23
5360000,45.35,24.7,76.46
5362000,47.49,24.33,75.8
5364000,45.18,25.02,77.04
5366000,43.81,25.44,77.78
5368000,44.34,24.8,76.64
5370000,44.49,24.51,76.12
5372000,44.79,25.7,78.26
5374000,41.84,25.14,77.25
5376000,44.72,25.13,77.23
5378000,46.62,25.86,78.56
5380000,43.19,24.83,76.7
5382000,44.3,25.08,77.15
5384000,46.49,24.1,75.38
5386000,44.91,24.89,76.79
5388000,42.73,24.58,76.24
5390000,46.89,24.71,76.48
5392000,46.11,25.39,77.7
5394000,44.29,24.64,76.36
5396000,44.56,25.4,77.72
5398000,43.79,24.74,76.53
5400000,45.92,24.84,76.72
5402000,44.48,26.45,79.62
5404000,44.71,24.85,76.73
5406000,42.85,25.32,77.57
5408000,43.6,24.87,76.77
5410000,45.62,24.8,76.64
5412000,47.94,24.54,76.17
5414000,45.23,24.16,75.49
5416000,46.82,26.33,79.39
5418000,43.3,24.63,76.33
5420000,44.9,24.65,76.37
5422000,46.4,23.73,74.71
5424000,45.23,25.61,78.09
5426000,45.57,24.45,76.01
5428000,44.9,25.92,78.65
5430000,47.96,25.72,78.3
5432000,42.23,24.78,76.61
5434000,45.29,25.59,78.07
5436000,45.27,24.95,76.92
5438000,47.07,25.18,77.32
5440000,46.23,24.83,76.69
5442000,48.02,25.13,77.24
5444000,47.92,25.88,78.59
5446000,43.11,24.67,76.4
5448000,47.91,24.55,76.19
5450000,46.88,24.86,76.74
5452000,47.67,25.29,77.51
5454000,45.03,24.39,75.9
5456000,45.07,24.61,76.29
5458000,45.77,24.9,76.83
5460000,44.56,25.68,78.23
5462000,44.14,25.64,78.15
5464000,43.24,26.34,79.4
5466000,47.12,24.91,76.83
5468000,47.2,26.03,78.86
5470000,43.75,25.59,78.05
5472000,46.65,25.56,78.0
5474000,43.83,24.62,76.32
5476000,45.41,25.45,77.81
5478000,42.5,25.21,77.38
5480000,44.02,24.35,75.83
5482000,45.04,25.91,78.64
5484000,43.18,25.01,77.02
5486000,43.33,24.92,76.86
5488000,43.04,25.71,78.28
5490000,44.52,24.85,76.72
5492000,45.63,25.09,77.16
5494000,46.1,24.31,75.77
5496000,43.68,25.33,77.6
5498000,45.62,25.37,77.67
5500000,43.69,25.93,78.67
5502000,41.41,25.25,77.45
5504000,43.95,24.64,76.35
5506000,43.17,24.54,76.17
5508000,44.57,24.71,76.48
5510000,46.48,24.82,76.67
5512000,46.11,24.79,76.61
5514000,46.93,24.7,76.46
5516000,45.81,24.93,76.87
5518000,46.03,25.91,78.64
5520000,45.82,25.28,77.5
5522000,43.37,24.76,76.57
5524000,46.42,24.98,76.96
5526000,45.55,24.16,75.5
5528000,45.66,24.06,75.3
5530000,44.41,24.4,75.92
5532000,44.82,25.54,77.97
5534000,44.46,25.96,78.73
5536000,45.57,25.35,77.62
5538000,43.5,24.65,76.38
5540000,42.96,24.37,75.86
5542000,46.19,25.09,77.16
5544000,43.69,25.45,77.81
5546000,46.85,24.35,75.83
5548000,46.16,24.15,75.46
5550000,43.14,25.49,77.89
5552000,45.37,24.75,76.54
5554000,45.53,26.07,78.93
5556000,45.56,24.67,76.4
5558000,45.53,25.12,77.22
5560000,45.98,24.78,76.61
5562000,40.33,24.92,76.86
5564000,46.7,24.33,75.79
5566000,44.69,25.48,77.86
5568000,45.01,25.19,77.33
5570000,44.34,26.0,78.81
5572000,43.89,25.39,77.7
5574000,43.21,25.76,78.38
5576000,42.27,24.77,76.58
5578000,42.58,25.03,77.05
5580000,42.49,25.06,77.11
5582000,44.72,24.78,76.6
5584000,45.69,24.57,76.22
5586000,45.6,24.76,76.57
5588000,44.53,24.55,76.19
5590000,43.04,25.62,78.12
5592000,44.9,25.03,77.05
5594000,47.43,24.73,76.51
5596000,44.29,25.46,77.83
5598000,42.68,24.68,76.43
5600000,44.15,24.91,76.84
5602000,45.63,24.99,76.98
5604000,45.51,25.26,77.46
5606000,46.15,24.42,75.96
5608000,44.85,25.13,77.24
5610000,44.12,24.83,76.69
5612000,45.29,25.28,77.51
5614000,43.02,25.32,77.58
5616000,45.35,25.28,77.51
5618000,47.15,25.43,77.78
5620000,41.08,25.97,78.74
5622000,46.0,25.54,77.97
5624000,46.19,24.79,76.62
5626000,46.42,24.34,75.8
5628000,42.3,24.58,76.25
5630000,47.04,25.61,78.1
5632000,43.94,24.33,75.79
5634000,45.1,25.47,77.84
5636000,44.51,24.53,76.15
5638000,44.27,25.15,77.27
5640000,44.85,25.29,77.53
5642000,48.04,25.54,77.97
5644000,48.7,25.48,77.87
5646000,46.59,24.88,76.79
5648000,44.25,24.51,76.11
5650000,46.32,26.24,79.24
5652000,45.54,25.25,77.46
5654000,42.01,24.42,75.96
5656000,48.55,25.3,77.53
5658000,46.07,25.54,77.97
5660000,44.91,25.4,77.72
5662000,46.38,25.22,77.39
5664000,44.83,24.71,76.48
5666000,47.03,25.21,77.39
5668000,45.33,24.44,75.99
5670000,43.95,25.21,77.38
5672000,46.96,24.33,75.8
5674000,43.01,24.12,75.42
5676000,43.34,24.37,75.87
5678000,46.18,24.65,76.36
5680000,43.15,25.11,77.19
5682000,43.86,25.14,77.25
5684000,45.03,24.14,75.46
5686000,44.54,24.42,75.95
5688000,43.78,25.34,77.61
5690000,44.69,25.4,77.73
5692000,44.11,24.73,76.52
5694000,45.35,26.19,79.14
5696000,43.66,24.41,75.94
5698000,45.18,25.16,77.29
5700000,44.02,25.78,78.4
5702000,44.74,25.27,77.49
5704000,44.28,24.87,76.77
5706000,44.38,25.18,77.33
5708000,44.71,25.14,77.25
5710000,42.4,25.3,77.55
5712000,45.33,25.6,78.09
5714000,44.93,24.93,76.87
5716000,44.0,25.53,77.96
5718000,45.36,25.79,78.42
5720000,47.3,25.36,77.66
5722000,46.47,24.64,76.36
5724000,45.66,24.5,76.1
5726000,44.96,24.97,76.94
5728000,44.17,25.65,78.16
5730000,47.74,25.22,77.4
5732000,44.37,25.06,77.11
5734000,44.29,25.15,77.27
5736000,43.39,25.24,77.43
5738000,46.99,25.07,77.13
5740000,43.75,24.09,75.36
5742000,46.26,25.06,77.1
5744000,45.67,25.4,77.71
5746000,44.61,25.49,77.88
5748000,45.7,25.47,77.84
5750000,44.39,25.05,77.1
5752000,45.33,25.13,77.24
5754000,45.87,24.41,75.94
5756000,46.27,25.36,77.65
5758000,46.25,25.95,78.7
5760000,43.21,24.41,75.95
5762000,43.34,25.45,77.82
5764000,44.52,25.0,77.0
5766000,45.77,25.74,78.32
5768000,45.01,26.02,78.84
5770000,46.4,26.09,78.95
5772000,43.88,24.61,76.3
5774000,45.83,24.52,76.13
5776000,46.04,25.22,77.4
5778000,45.45,25.56,78.0
5780000,46.0,26.21,79.18
5782000,44.02,24.51,76.12
5784000,44.56,25.6,78.07
5786000,43.35,24.02,75.24
5788000,43.79,25.35,77.63
5790000,46.9,24.44,75.99
5792000,44.46,25.4,77.71
5794000,47.52,25.33,77.6
5796000,45.85,24.39,75.9
5798000,45.31,24.98,76.96
5800000,45.57,25.19,77.34
5802000,45.17,25.61,78.1
5804000,44.97,25.68,78.22
5806000,45.2,25.71,78.29
5808000,47.91,25.49,77.88
5810000,45.86,24.48,76.07
5812000,43.62,24.75,76.55
5814000,44.4,25.33,77.59
5816000,44.15,24.46,76.02
5818000,44.93,24.52,76.13
5820000,46.27,24.19,75.54
5822000,43.8,25.79,78.42
5824000,45.68,24.17,75.5
5826000,45.81,24.63,76.33
5828000,47.09,25.28,77.51
5830000,47.87,24.49,76.08
5832000,46.24,25.11,77.2
5834000,46.95,24.62,76.32
5836000,45.34,24.96,76.93
5838000,43.53,25.04,77.07
5840000,46.08,24.68,76.42
5842000,45.16,24.9,76.82
5844000,43.49,24.45,76.01
5846000,43.9,24.46,76.03
5848000,46.68,25.26,77.46
5850000,45.1,24.37,75.86
5852000,47.95,24.67,76.4
5854000,44.72,24.59,76.26
5856000,44.04,25.2,77.36
5858000,43.53,24.35,75.83
5860000,43.25,25.68,78.23
5862000,44.4,24.94,76.89
5864000,42.28,25.05,77.08
5866000,44.31,24.87,76.77
5868000,46.1,25.05,77.1
5870000,41.55,24.89,76.81
5872000,45.3,25.02,77.04
5874000,46.54,25.41,77.74
5876000,45.54,25.55,77.98
5878000,44.08,25.47,77.84
5880000,46.07,25.15,77.27
5882000,45.43,25.33,77.6
5884000,44.13,24.25,75.65
5886000,46.37,25.07,77.13
5888000,44.91,24.42,75.96
5890000,44.71,24.58,76.24
5892000,45.74,25.32,77.58
5894000,46.14,25.11,77.2
5896000,44.27,24.65,76.37
5898000,43.66,25.49,77.89
5900000,45.8,25.37,77.67
5902000,45.91,24.59,76.26
5904000,44.27,24.41,75.94
5906000,45.68,23.74,74.73
5908000,43.42,25.86,78.55
5910000,46.32,25.44,77.79
5912000,45.65,25.11,77.2
5914000,43.11,24.81,76.65
5916000,42.94,25.02,77.04
5918000,42.73,24.62,76.32
5920000,44.43,25.3,77.53
5922000,44.39,25.1,77.19
5924000,43.36,25.61,78.1
5926000,44.89,25.82,78.48
5928000,43.94,25.57,78.03
5930000,42.55,24.53,76.15
5932000,46.09,25.7,78.26
5934000,45.51,24.75,76.55
5936000,43.28,25.39,77.7
5938000,45.64,25.92,78.66
5940000,43.41,25.69,78.25
5942000,48.07,24.76,76.56
5944000,42.49,25.28,77.51
5946000,44.76,25.28,77.5
5948000,44.36,24.21,75.58
5950000,47.13,24.84,76.71
5952000,44.91,24.6,76.28
5954000,45.58,25.15,77.26
5956000,45.47,24.77,76.58
5958000,46.82,24.45,76.01
5960000,44.95,24.38,75.89
5962000,45.26,25.2,77.36
5964000,46.78,25.51,77.92
5966000,43.86,24.61,76.29
5968000,45.5,24.1,75.39
5970000,46.49,24.9,76.81
5972000,45.0,25.44,77.8
5974000,46.21,24.39,75.9
5976000,45.32,25.31,77.57
5978000,46.39,25.72,78.3
5980000,43.43,25.31,77.56
5982000,44.5,24.98,76.96
5984000,45.18,25.33,77.6
5986000,46.63,24.62,76.32
5988000,47.72,24.74,76.52
5990000,43.67,25.44,77.8
5992000,44.21,24.56,76.2
5994000,42.98,25.59,78.07
5996000,44.32,24.21,75.59
5998000,44.4,25.06,77.11
6000000,46.58,25.66,78.18
6002000,43.75,25.6,78.08
6004000,43.79,24.11,75.4
6006000,43.36,24.79,76.61
6008000,44.36,25.13,77.23
6010000,44.59,24.8,76.64
6012000,43.6,24.71,76.49
6014000,46.43,25.3,77.54
6016000,45.75,25.17,77.31
6018000,44.36,25.45,77.81
6020000,44.69,24.42,75.96
6022000,44.02,25.24,77.43
6024000,46.75,25.13,77.24
6026000,45.18,25.22,77.39
6028000,45.27,25.2,77.36
6030000,45.89,25.54,77.96
6032000,43.41,25.07,77.13
6034000,46.05,24.89,76.8
6036000,46.6,24.55,76.19
6038000,45.93,24.42,75.96
6040000,41.27,25.42,77.75
6042000,47.25,25.22,77.4
6044000,45.07,24.46,76.02
6046000,45.81,24.4,75.93
6048000,42.75,24.33,75.79
6050000,45.48,25.21,77.38
6052000,45.86,25.14,77.26
6054000,45.52,25.61,78.1
6056000,43.51,25.56,78.01
6058000,48.17,25.09,77.16
6060000,45.75,24.74,76.53
6062000,43.39,24.84,76.7
6064000,46.93,26.25,79.24
6066000,45.87,24.78,76.61
6068000,46.4,24.15,75.46
6070000,41.63,24.69,76.44
6072000,46.65,25.15,77.27
6074000,45.02,24.95,76.92
6076000,44.93,25.44,77.79
6078000,46.47,34.29,93.72
6080000,46.08,24.78,76.61
6082000,45.27,25.7,78.27
6084000,44.15,24.93,76.88
6086000,45.22,24.74,76.53
6088000,43.12,23.89,75.01
6090000,44.54,24.81,76.66
6092000,44.99,24.7,76.46
6094000,44.32,25.54,77.97
6096000,48.67,25.15,77.28
6098000,45.62,25.18,77.33
6100000,45.24,26.3,79.33
6102000,46.59,24.72,76.49
6104000,47.03,24.2,75.56
6106000,45.29,25.44,77.8
6108000,43.01,25.98,78.76
6110000,43.22,25.43,77.78
6112000,44.81,25.25,77.45
6114000,46.1,24.77,76.59
6116000,44.2,24.43,75.98
6118000,43.27,25.38,77.69
6120000,47.25,24.72,76.5
6122000,45.5,23.85,74.93
6124000,44.33,25.06,77.11
6126000,44.48,24.99,76.98
6128000,42.48,24.07,75.33
6130000,42.16,24.7,76.45
6132000,43.62,25.28,77.5
6134000,44.1,24.55,76.19
6136000,45.49,24.69,76.44
6138000,45.9,24.58,76.24
6140000,44.61,24.67,76.41
6142000,46.73,24.86,76.75
6144000,43.94,24.76,76.58
6146000,46.04,23.85,74.93
6148000,42.87,24.07,75.32
6150000,45.98,25.08,77.15
6152000,45.65,25.56,78.0
6154000,49.45,24.42,75.96
6156000,43.98,24.34,75.81
6158000,44.43,25.04,77.08
6160000,48.1,25.22,77.39
6162000,45.89,24.27,75.69
6164000,46.14,26.04,78.88
6166000,42.75,34.72,94.49
6168000,43.46,24.85,76.74
6170000,46.78,25.4,77.72
6172000,42.66,24.94,76.9
6174000,45.64,24.82,76.68
6176000,44.69,24.43,75.97
6178000,43.42,26.22,79.2
6180000,46.34,25.86,78.55
6182000,44.41,24.86,76.75
6184000,44.23,24.44,75.99
6186000,45.16,25.33,77.6
6188000,47.03,24.72,76.5
6190000,45.42,25.64,78.15
6192000,44.29,24.49,76.09
6194000,45.96,25.28,77.51
6196000,43.9,24.79,76.63
6198000,43.75,25.02,77.04
6200000,42.58,25.37,77.67
6202000,46.98,25.65,78.17
6204000,46.18,25.28,77.51
6206000,46.35,25.53,77.95
6208000,43.72,25.76,78.36
6210000,46.09,25.64,78.15
6212000,44.94,24.92,76.86
6214000,47.12,25.67,78.2
6216000,44.48,25.11,77.21
6218000,44.15,25.22,77.39
6220000,46.45,25.61,78.1
6222000,46.12,25.95,78.72
6224000,44.54,25.53,77.95
6226000,46.09,24.67,76.41
6228000,43.21,24.76,76.56
6230000,45.61,24.99,76.98
6232000,45.45,25.94,78.7
6234000,43.86,25.02,77.03
6236000,48.64,25.0,77.01
6238000,43.02,25.39,77.71
6240000,44.58,25.0,77.0
6242000,46.0,25.68,78.22
6244000,43.05,25.14,77.25
6246000,41.74,24.05,75.29
6248000,47.64,24.55,76.2
6250000,43.27,25.14,77.26
6252000,46.93,25.02,77.04
6254000,45.37,25.26,77.47
6256000,46.02,24.88,76.78
6258000,44.52,24.51,76.12
6260000,44.08,25.4,77.72
6262000,44.06,25.14,77.25
6264000,43.95,24.84,76.71
6266000,46.68,25.32,77.57
6268000,44.09,24.88,76.79
6270000,45.44,25.77,78.38
6272000,43.38,24.53,76.15
6274000,45.57,25.13,77.23
6276000,44.83,25.05,77.09
6278000,42.97,25.21,77.38
6280000,45.45,25.46,77.82
6282000,43.59,24.51,76.11
6284000,46.55,25.68,78.22
6286000,44.16,25.43,77.77
6288000,43.14,24.53,76.16
6290000,45.82,25.59,78.07
6292000,44.51,25.16,77.3
6294000,44.4,25.91,78.64
6296000,43.52,24.55,76.19
6298000,46.53,24.61,76.3
6300000,43.53,24.51,76.13
6302000,44.93,25.55,77.99
6304000,44.87,24.9,76.82
6306000,43.88,25.41,77.74
6308000,46.59,24.62,76.31
6310000,45.66,24.75,76.55
6312000,45.43,24.11,75.4
6314000,46.8,23.94,75.1
6316000,44.25,25.54,77.98
6318000,44.68,24.75,76.55
6320000,44.81,25.63,78.14
6322000,45.03,25.84,78.52
6324000,45.36,25.49,77.88
6326000,47.82,25.12,77.21
6328000,45.37,24.91,76.84
6330000,46.62,25.17,77.3
6332000,47.13,25.46,77.83
6334000,45.36,24.22,75.59
6336000,45.63,24.25,75.66
6338000,47.19,25.57,78.02
6340000,44.5,25.78,78.4
6342000,45.57,25.29,77.53
6344000,43.86,24.92,76.86
6346000,46.11,25.13,77.23
6348000,45.21,24.91,76.84
6350000,44.08,25.29,77.53
6352000,44.76,24.93,76.87
6354000,45.33,25.3,77.55
6356000,44.57,25.35,77.63
6358000,44.02,25.63,78.13
6360000,41.38,25.64,78.15
6362000,44.03,24.31,75.75
6364000,44.21,24.45,76.01
6366000,44.82,24.45,76.01
6368000,43.31,25.3,77.54
6370000,46.46,25.1,77.18
6372000,46.35,24.87,76.76
6374000,43.24,24.83,76.69
6376000,44.65,25.01,77.01
6378000,43.8,24.7,76.46
6380000,42.18,25.22,77.4
6382000,45.81,24.83,76.69
6384000,44.41,25.4,77.72
6386000,46.97,24.83,76.69
6388000,43.54,23.82,74.88
6390000,42.81,24.49,76.09
6392000,43.96,25.65,78.18
6394000,45.78,24.93,76.88
6396000,43.82,25.12,77.22
6398000,48.46,25.95,78.71
6400000,46.36,25.63,78.13
6402000,41.46,25.34,77.61
6404000,45.51,25.11,77.2
6406000,44.24,24.64,76.35
6408000,46.97,25.13,77.24
6410000,44.36,24.74,76.53
6412000,46.07,25.83,78.49
6414000,45.17,25.09,77.16
6416000,46.36,25.3,77.54
6418000,45.68,24.91,76.84
6420000,45.35,25.08,77.15
6422000,45.45,24.76,76.57
6424000,43.93,24.99,76.98
6426000,46.97,25.16,77.3
6428000,43.11,25.92,78.66
6430000,43.44,24.57,76.23
6432000,42.46,24.6,76.28
6434000,45.13,24.91,76.85
6436000,44.87,25.03,77.06
6438000,43.99,25.67,78.2
6440000,44.41,25.73,78.32
6442000,43.42,25.3,77.54
6444000,43.06,25.28,77.5
6446000,43.96,25.61,78.1
6448000,43.47,24.13,75.43
6450000,44.41,25.34,77.61
6452000,45.39,25.92,78.65
6454000,44.63,24.62,76.32
6456000,45.07,24.77,76.58
6458000,48.2,24.74,76.54
6460000,42.22,23.8,74.83
6462000,45.34,24.97,76.95
6464000,46.85,24.27,75.69
6466000,46.65,25.1,77.17
6468000,43.78,25.02,77.04
6470000,43.46,24.91,76.83
6472000,44.51,24.87,76.77
6474000,44.01,25.62,78.12
6476000,45.13,25.12,77.22
6478000,46.14,25.06,77.1
6480000,46.01,25.22,77.4
6482000,42.89,24.71,76.47
6484000,44.49,25.57,78.02
6486000,43.87,24.6,76.28
6488000,45.2,25.57,78.03
6490000,45.61,24.52,76.14
6492000,47.26,24.34,75.81
6494000,44.41,24.96,76.93
6496000,46.58,23.6,74.49
6498000,44.27,25.53,77.95
6500000,46.75,25.14,77.26
6502000,43.54,25.59,78.07
6504000,43.68,25.06,77.1
6506000,45.19,25.49,77.88
6508000,46.07,24.36,75.85
6510000,45.59,24.16,75.49
6512000,44.77,24.4,75.92
6514000,45.49,26.09,78.97
6516000,44.05,24.79,76.62
6518000,46.29,24.51,76.12
6520000,42.76,25.16,77.28
6522000,45.01,24.51,76.12
6524000,43.11,24.8,76.63
6526000,44.62,24.79,76.63
6528000,43.61,25.14,77.24
6530000,42.67,25.08,77.15
6532000,47.5,24.36,75.85
6534000,46.36,24.87,76.76
6536000,44.9,24.69,76.45
6538000,42.68,25.65,78.17
6540000,47.27,24.69,76.43
6542000,42.9,25.39,77.69
6544000,45.88,25.15,77.27
6546000,44.17,25.48,77.86
6548000,45.69,23.6,74.49
6550000,46.57,25.06,77.11
6552000,43.09,23.96,75.13
6554000,45.42,24.36,75.85
6556000,41.72,24.59,76.27
6558000,45.11,24.69,76.43
6560000,43.22,25.5,77.89
6562000,47.72,25.65,78.17
6564000,47.91,25.01,77.01
6566000,45.45,24.44,75.99
6568000,43.32,25.35,77.63
6570000,45.0,24.67,76.41
6572000,48.0,25.06,77.1
6574000,43.81,24.56,76.21
6576000,45.42,24.39,75.91
6578000,44.09,24.78,76.61
6580000,47.01,24.71,76.47
6582000,45.25,23.99,75.18
6584000,46.81,25.26,77.47
6586000,42.1,25.2,77.36
6588000,43.12,25.26,77.47
6590000,46.04,24.43,75.97
6592000,44.76,24.8,76.64
6594000,46.84,24.79,76.62
6596000,44.5,24.49,76.08
6598000,46.57,25.11,77.2
6600000,45.6,25.39,77.69
6602000,44.54,25.23,77.41
6604000,42.81,25.22,77.4
6606000,43.86,24.96,76.92
6608000,42.95,25.53,77.95
6610000,43.67,25.62,78.11
6612000,42.98,25.38,77.68
6614000,44.24,25.63,78.13
6616000,46.91,26.1,78.99
6618000,42.71,25.7,78.26
6620000,46.57,24.34,75.82
6622000,43.31,24.72,76.49
6624000,45.03,25.02,77.03
6626000,45.51,24.84,76.71
6628000,43.33,24.43,75.97
6630000,45.69,25.58,78.04
6632000,45.86,24.68,76.43
6634000,44.81,25.43,77.77
6636000,45.29,24.45,76.0
6638000,45.89,24.7,76.45
6640000,46.01,25.27,77.48
6642000,45.91,25.31,77.56
6644000,45.32,23.81,74.86
6646000,44.13,24.79,76.63
6648000,45.05,24.82,76.68
6650000,44.74,25.87,78.57
6652000,45.54,25.2,77.36
6654000,43.54,25.57,78.02
6656000,47.06,25.32,77.57
6658000,43.8,25.16,77.3
6660000,45.04,24.86,76.76
6662000,42.77,24.8,76.65
6664000,45.7,25.16,77.3
6666000,44.68,25.04,77.08
6668000,43.52,24.6,76.27
6670000,46.02,25.13,77.23
6672000,46.8,23.9,75.03
6674000,45.03,24.96,76.93
6676000,45.28,24.9,76.81
6678000,45.16,24.62,76.31
6680000,44.43,25.28,77.51
6682000,44.63,24.81,76.66
6684000,45.89,25.4,77.73
6686000,43.53,25.13,77.24
6688000,43.11,24.58,76.25
6690000,43.96,25.23,77.41
6692000,45.65,25.14,77.25
6694000,42.93,23.97,75.14
6696000,43.3,24.56,76.21
6698000,44.66,25.41,77.74
6700000,44.4,24.89,76.81
6702000,45.79,25.44,77.8
6704000,46.26,24.93,76.88
6706000,46.64,25.46,77.82
6708000,46.3,25.29,77.51
6710000,46.93,24.95,76.91
6712000,44.52,24.57,76.23
6714000,45.64,24.62,76.32
6716000,45.76,25.21,77.37
6718000,42.87,25.26,77.46
6720000,44.24,25.1,77.17
6722000,44.49,25.88,78.59
6724000,44.78,24.33,75.79
6726000,48.69,24.85,76.73
6728000,44.45,24.94,76.89
6730000,47.78,24.96,76.92
6732000,45.13,25.26,77.46
6734000,46.07,25.15,77.27
6736000,48.96,25.04,77.08
6738000,45.36,24.88,76.78
6740000,45.49,25.51,77.91
6742000,47.22,25.51,77.92
6744000,43.53,24.65,76.36
6746000,44.83,24.88,76.78
6748000,41.12,24.91,76.84
6750000,46.44,25.85,78.53
6752000,45.15,24.89,76.8
6754000,43.43,24.93,76.87
6756000,44.53,24.77,76.58
6758000,43.39,24.46,76.03
6760000,45.51,25.22,77.4
6762000,43.87,24.72,76.49
6764000,45.4,24.59,76.26
6766000,44.08,25.07,77.13
6768000,42.36,24.83,76.7
6770000,43.49,24.5,76.1
6772000,43.12,24.93,76.88
6774000,45.45,24.92,76.86
6776000,47.61,25.11,77.2
6778000,42.86,24.37,75.87
6780000,42.97,25.55,77.99
6782000,46.26,25.35,77.63
6784000,47.01,25.41,77.74
6786000,46.21,24.94,76.89
6788000,43.62,24.48,76.06
6790000,46.17,25.4,77.73
6792000,45.53,25.05,77.09
6794000,44.74,25.04,77.08
6796000,45.55,25.9,78.63
6798000,44.0,25.68,78.22
6800000,47.82,24.89,76.81
6802000,44.86,24.9,76.81
6804000,43.86,25.52,77.94
6806000,44.98,24.95,76.92
6808000,46.61,25.86,78.55
6810000,42.87,25.14,77.26
6812000,44.94,24.22,75.59
6814000,47.68,24.24,75.63
6816000,43.51,25.15,77.26
6818000,44.12,25.13,77.24
6820000,47.4,26.42,79.56
6822000,44.68,24.64,76.34
6824000,44.71,25.32,77.58
6826000,45.5,25.35,77.62
6828000,44.43,24.93,76.87
6830000,45.57,23.95,75.12
6832000,46.56,24.81,76.66
6834000,45.09,25.06,77.11
6836000,47.44,24.36,75.84
6838000,44.58,24.79,76.62
6840000,46.1,25.59,78.05
6842000,47.59,24.74,76.53
6844000,42.96,24.79,76.62
6846000,43.13,24.62,76.32
6848000,42.99,25.2,77.36
6850000,44.59,24.97,76.95
6852000,45.81,26.23,79.21
6854000,46.79,25.2,77.36
6856000,45.02,24.49,76.08
6858000,44.59,24.95,76.92
6860000,44.97,24.94,76.88
6862000,45.88,24.71,76.47
6864000,43.02,25.08,77.15
6866000,47.04,24.95,76.91
6868000,43.47,25.08,77.15
6870000,42.38,25.17,77.3
6872000,45.71,25.67,78.2
6874000,45.47,25.36,77.66
6876000,44.79,25.04,77.08
6878000,45.57,24.3,75.74
6880000,43.72,24.9,76.81
6882000,42.43,24.5,76.1
6884000,42.38,24.66,76.38
6886000,43.3,24.08,75.35
6888000,44.02,24.99,76.99
6890000,43.42,25.12,77.22
6892000,44.76,24.56,76.21
6894000,42.89,25.24,77.43
6896000,45.35,24.88,76.79
6898000,43.56,26.13,79.03
6900000,44.43,24.9,76.82
6902000,45.82,25.57,78.03
6904000,42.64,25.05,77.09
6906000,41.21,25.12,77.22
6908000,45.74,25.45,77.81
6910000,45.24,24.79,76.62
6912000,43.55,25.57,78.03
6914000,46.11,24.93,76.88
6916000,46.99,24.73,76.51
6918000,46.6,24.32,75.78
6920000,44.6,25.34,77.61
6922000,47.05,25.84,78.51
6924000,45.38,25.39,77.7
6926000,41.87,24.92,76.86
6928000,45.45,25.25,77.45
6930000,44.11,25.5,77.9
6932000,44.07,25.44,77.79
6934000,46.87,25.23,77.41
6936000,44.87,25.41,77.74
6938000,43.91,24.5,76.11
6940000,45.0,25.38,77.69
6942000,44.46,24.45,76.01
6944000,44.66,23.84,74.91
6946000,45.87,24.72,76.49
6948000,43.26,24.53,76.15
6950000,43.91,25.04,77.08
6952000,46.61,25.41,77.74
6954000,44.26,24.8,76.63
6956000,43.06,24.82,76.68
6958000,46.64,24.59,76.27
6960000,44.95,24.77,76.58
6962000,45.69,25.09,77.17
6964000,45.74,25.12,77.21
6966000,44.23,24.7,76.46
6968000,43.87,25.05,77.09
6970000,45.39,24.77,76.58
6972000,44.05,25.48,77.86
6974000,46.27,25.71,78.28
6976000,44.56,24.76,76.56
6978000,45.71,25.2,77.37
6980000,46.91,25.04,77.07
6982000,44.98,24.09,75.36
6984000,46.58,24.78,76.6
6986000,46.66,25.55,78.0
6988000,45.96,23.83,74.9
6990000,44.26,24.71,76.49
6992000,44.07,25.09,77.16
6994000,42.66,24.29,75.72
6996000,47.42,25.67,78.21
6998000,46.02,24.95,76.91
7000000,43.67,25.81,78.47
7002000,46.95,24.48,76.07
7004000,46.48,24.77,76.59
7006000,44.49,25.15,77.27
7008000,44.46,25.24,77.44
7010000,44.5,24.51,76.12
7012000,46.8,24.32,75.77
7014000,44.73,25.31,77.55
7016000,45.34,24.84,76.71
7018000,47.35,25.3,77.53
7020000,45.68,26.01,78.81
7022000,46.02,25.77,78.38
7024000,44.79,24.39,75.9
7026000,47.91,24.55,76.2
7028000,46.52,25.04,77.06
7030000,45.02,25.41,77.73
7032000,43.77,25.27,77.48
7034000,44.71,24.63,76.33
